,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
1558,1,2011-06-13,72,54,63,-5,43,53,2,0,0416,1927, ,0.0,0.0,29.39,30.11,7.5,6,7.8
1559,2,2011-06-13,71,56,64,M,43,53,1,0,-,-, ,M,0.0,29.44,30.11,8.0,6,8.7
1560,1,2011-06-14,77,53,65,-3,49,56,0,0,0416,1928, ,0.0,0.0,29.25,30.01,7.8,9,8.6
1561,2,2011-06-14,77,58,68,M,49,57,0,3,-,-, ,M,0.0,29.31,30.0,7.8,9,8.3
1562,1,2011-06-15,71,57,64,-4,59,61,1,0,0416,1928,TSRA RA BR,0.0,0.8,29.0,29.73,9.2,15,11.2
1563,2,2011-06-15,72,57,65,M,59,62,0,0,-,-,TSRA RA BR,M,0.84,29.07,29.73,8.4,16,11.2
1564,1,2011-06-16,81,61,71, 2,59,63,0,6,0416,1929,RA BR,0.0,0.04,29.05,29.76,5.5,29,7.5
1565,2,2011-06-16,81,62,72,M,59,63,0,7,-,-,RA BR,M,0.03,29.12,29.75,6.6,26,9.1
1566,1,2011-06-17,82,60,71, 2,60,64,0,6,0416,1929, ,0.0,0.0,29.13,29.83,5.8,6,6.6
1567,2,2011-06-17,82,64,73,M,60,65,0,8,-,-, ,M,0.0,29.18,29.81,5.3,7,6.2
1568,1,2011-06-18,84,61,73, 3,62,65,0,8,0416,1929, ,0.0,0.0,29.1,29.82,4.6,6,6.4
1569,2,2011-06-18,83,63,73,M,62,66,0,8,-,-, ,M,0.0,29.16,29.8,4.5,8,6.4
1570,1,2011-06-19,81,63,72, 2,65,68,0,7,0416,1930, ,0.0,0.0,29.03,29.75,4.1,11,5.2
1571,2,2011-06-19,83,65,74,M,65,69,0,9,-,-,BR,M,0.0,29.08,29.73,3.7,14,4.9
1572,1,2011-06-20,79,65,72, 2,67,69,0,7,0416,1930,TSRA RA BR,0.0,0.18,29.01,29.72,6.2,16,8.1
1573,2,2011-06-20,80,69,75,M,67,69,0,10,-,-,TSRA BR,M,1.23,29.07,29.7,8.0,16,9.5
1574,1,2011-06-21,89,66,78, 8,70,72,0,13,0416,1930,RA BR SQ,0.0,0.45,28.92,29.64,11.5,18,12.1
1575,2,2011-06-21,89,69,79,M,70,73,0,14,-,-,TSRA RA BR,M,0.08,28.98,29.63,11.0,18,11.8
1576,1,2011-06-22,73,64,69,-1,63,65,0,4,0417,1931,RA,0.0,0.02,28.89,29.59,12.6,21,13.4
1577,2,2011-06-22,75,66,71,M,62,65,0,6,-,-, ,M,0.02,28.95,29.59,12.9,21,13.4
1578,1,2011-06-23,71,62,67,-3,59,62,0,2,0417,1931,RA BR,0.0,0.01,28.9,29.6,11.4,26,12.7
1579,2,2011-06-23,72,63,68,M,60,63,0,3,-,-,RA BR,M,0.05,28.96,29.6,12.6,26,13.5
1580,1,2011-06-24,68,60,64,-7,56,59,1,0,0417,1931, ,0.0,0.0,29.08,29.76,9.4,29,9.6
1581,2,2011-06-24,68,60,64,M,55,59,1,0,-,-, ,M,0.0,29.13,29.76,8.5,29,8.7
1582,1,2011-06-25,79,58,69,-2,53,60,0,4,0417,1931, ,0.0,0.0,29.21,29.92,2.5,10,4.6
1583,2,2011-06-25,78,61,70,M,52,60,0,5,-,-,RA,M,0.005,29.28,29.91,3.9,9,5.8
1584,1,2011-06-26,81,57,69,-2,53,60,0,4,0418,1931, ,0.0,0.0,29.23,29.94,5.8,9,6.9
1585,2,2011-06-26,80,64,72,M,53,61,0,7,-,-, ,M,0.0,29.28,29.93,6.5,9,7.0
1586,1,2011-06-27,81,65,73, 2,63,67,0,8,0418,1931,RA HZ,0.0,0.03,29.08,29.8,6.9,21,10.8
1587,2,2011-06-27,80,67,74,M,64,67,0,9,-,-,RA BR,M,0.14,29.15,29.79,6.4,21,9.2
1588,1,2011-06-28,81,63,72, 1,54,61,0,7,0419,1931, ,0.0,0.0,29.28,29.98,9.1,30,9.6
1589,2,2011-06-28,81,65,73,M,53,61,0,8,-,-, ,M,0.0,29.34,29.97,7.2,30,8.6
1590,1,2011-06-29,81,59,70,-1,56,62,0,5,0419,1931, ,0.0,0.0,29.35,30.06,3.7,8,5.4
1591,2,2011-06-29,80,63,72,M,55,62,0,7,-,-, ,M,0.0,29.41,30.04,3.9,8,5.9
1592,1,2011-06-30,88,60,74, 2,62,67,0,9,0419,1931, ,0.0,0.005,29.28,30.0,8.2,17,9.4
1593,2,2011-06-30,89,66,78,M,61,67,0,13,-,-,TS TSRA RA VCTS,M,0.03,29.34,29.99,9.2,16,10.6
1594,1,2011-07-01,89,72,81, 9,62,68,0,16,0420,1931, ,0.0,0.0,29.24,29.96,14.3,18,14.9
1595,2,2011-07-01,89,70,80,M,63,68,0,15,-,-,TS RA,M,0.01,29.31,29.95,10.4,18,10.8
1596,1,2011-07-02,94,71,83,11,70,74,0,18,0420,1931,BR,0.0,0.0,29.25,29.95,3.9,24,8.3
1597,2,2011-07-02,93,73,83,M,71,74,0,18,-,-,BR,M,0.0,29.31,29.94,3.1,23,7.5
1598,1,2011-07-03,84,69,77, 5,57,65,0,12,0421,1931, ,0.0,0.0,29.28,29.98,4.7,2,5.9
1599,2,2011-07-03,86,70,78,M,58,65,0,13,-,-, ,M,0.0,29.33,29.96,4.4,3,6.1
1600,1,2011-07-04,89,65,77, 5,55,64,0,12,0422,1930, ,0.0,0.0,29.26,29.97,2.9,5,4.3
1601,2,2011-07-04,88,68,78,M,53,63,0,13,-,-,FU,M,0.0,29.32,29.95,3.3,7,4.5
1602,1,2011-07-05,91,68,80, 8,60,68,0,15,0422,1930, ,0.0,0.0,29.25,29.96,5.2,28,6.2
1603,2,2011-07-05,92,67,80,M,59,68,0,15,-,-, ,M,0.0,29.31,29.94,4.9,26,5.6
1604,1,2011-07-06,86,70,78, 6,61,67,0,13,0423,1930, ,0.0,0.005,29.27,29.97,5.7,4,7.5
1605,2,2011-07-06,87,71,79,M,60,67,0,14,-,-, ,M,0.0,29.33,29.95,5.9,4,7.3
1606,1,2011-07-07,82,63,73, 1,53,62,0,8,0423,1930,RA,0.0,0.005,29.22,29.95,5.1,7,6.2
1607,2,2011-07-07,81,66,74,M,55,63,0,9,-,-,RA,M,0.07,29.28,29.93,5.7,7,7.1
1608,1,2011-07-08,86,61,74, 1,51,62,0,9,0424,1929, ,0.0,0.0,29.17,29.88,5.1,6,6.0
1609,2,2011-07-08,86,65,76,M,52,63,0,11,-,-, ,M,0.0,29.22,29.86,5.2,4,6.5
1610,1,2011-07-09,91,61,76, 3,58,66,0,11,0425,1929, ,0.0,0.0,29.21,29.92,5.2,19,5.9
1611,2,2011-07-09,90,67,79,M,60,68,0,14,-,-, ,M,0.0,29.27,29.9,5.4,18,6.5
1612,1,2011-07-10,91,74,83,10,68,72,0,18,0425,1929,HZ,0.0,0.005,29.18,29.89,9.3,19,9.7
1613,2,2011-07-10,91,75,83,M,67,72,0,18,-,-,HZ,M,0.005,29.23,29.87,7.8,19,8.1
1614,1,2011-07-11,88,71,80, 7,71,74,0,15,0426,1928,HZ,0.0,0.39,29.12,29.82,5.5,25,8.5
1615,2,2011-07-11,90,70,80,M,70,74,0,15,-,-,TSRA BR,M,0.13,29.18,29.81,5.3,24,8.0
1616,1,2011-07-12,87,70,79, 6,63,69,0,14,0427,1928,RA,0.0,0.01,29.25,29.94,5.6,2,7.7
1617,2,2011-07-12,88,71,80,M,64,69,0,15,-,-,RA,M,0.01,29.31,29.92,4.5,4,7.0
1618,1,2011-07-13,74,63,69,-4,57,62,0,4,0428,1927, ,0.0,0.0,29.35,30.06,10.5,4,10.9
1619,2,2011-07-13,74,66,70,M,57,63,0,5,-,-, ,M,0.0,29.4,30.04,11.6,4,12.2
1620,1,2011-07-14,82,59,71,-2,56,63,0,6,0428,1927, ,0.0,0.0,29.3,30.02,6.5,10,8.0
1621,2,2011-07-14,82,65,74,M,56,63,0,9,-,-, ,M,0.0,29.35,30.0,7.3,9,8.7
1622,1,2011-07-15,87,70,79, 5,60,66,0,14,0429,1926, ,0.0,0.005,29.27,29.98,5.4,9,6.7
1623,2,2011-07-15,86,71,79,M,60,67,0,14,-,-, ,M,0.0,29.33,29.96,6.2,10,6.8
1624,1,2011-07-16,89,71,80, 6,61,68,0,15,0430,1925,RA,0.0,0.005,29.32,30.02,3.4,19,4.3
1625,2,2011-07-16,90,74,82,M,60,68,0,17,-,-, ,M,0.0,29.38,30.0,2.5,19,2.7
1626,1,2011-07-17,95,69,82, 8,69,74,0,17,0431,1925, ,0.0,0.0,29.35,30.06,6.2,22,6.4
1627,2,2011-07-17,95,74,85,M,69,74,0,20,-,-, ,M,0.0,29.41,30.04,6.8,23,7.2
1628,1,2011-07-18,92,80,86,12,75,78,0,21,0432,1924,RA HZ,0.0,0.01,29.23,29.96,10.6,25,10.8
1629,2,2011-07-18,93,81,87,M,74,77,0,22,-,-,HZ,M,0.005,29.29,29.94,11.2,24,11.7
1630,1,2011-07-19,93,78,86,12,72,76,0,21,0433,1923, ,0.0,0.0,29.17,29.89,4.5,7,6.2
1631,2,2011-07-19,92,79,86,M,73,77,0,21,-,-,BR,M,0.0,29.23,29.86,3.2,6,6.6
1632,1,2011-07-20,99,73,86,12,73,77,0,21,0433,1923,BR HZ,0.0,0.02,29.08,29.8,9.0,23,10.7
1633,2,2011-07-20,100,77,89,M,73,77,0,24,-,-,TS,M,0.0,29.15,29.78,7.6,23,9.9
1634,1,2011-07-21,99,75,87,13,70,76,0,22,0434,1922,TS,0.0,0.02,29.1,29.8,6.2,28,8.8
1635,2,2011-07-21,101,82,92,M,72,77,0,27,-,-, ,M,0.0,29.16,29.77,5.3,26,10.0
1636,1,2011-07-22,88,70,79, 5,70,73,0,14,0435,1921,TS TSRA RA BR,0.0,1.55,29.18,29.88,1.7,9,9.0
1637,2,2011-07-22,100,71,86,M,70,74,0,14,-,-,TS TSRA BR,M,0.14,29.23,29.86,3.8,10,8.2
1638,1,2011-07-23,87,70,79, 5,70,73,0,14,0436,1920,TS TSRA RA BR,0.0,6.86,29.23,29.95,0.8,30,5.3
1639,2,2011-07-23,87,70,79,M,70,73,0,14,-,-,TSRA RA BR VCTS,M,0.04,29.28,29.93,0.7,20,4.9
1640,1,2011-07-24,87,72,80, 6,70,73,0,15,0437,1919,TS TSRA BR,0.0,0.18,29.26,29.97,1.5,23,6.4
1641,2,2011-07-24,87,72,80,M,69,72,0,15,-,-,TS TSRA VCFG,M,0.02,29.32,29.95,0.7,20,5.7
1642,1,2011-07-25,88,73,81, 7,66,71,0,16,0438,1918, ,0.0,0.0,29.2,29.91,3.4,32,6.5
1643,2,2011-07-25,90,73,82,M,67,71,0,17,-,-, ,M,0.01,29.25,29.89,2.1,35,6.1
1644,1,2011-07-26,83,71,77, 3,63,68,0,12,0439,1918, ,0.0,0.0,29.18,29.88,6.3,5,8.5
1645,2,2011-07-26,85,72,79,M,62,68,0,14,-,-, ,M,0.01,29.23,29.86,5.9,6,8.0
1646,1,2011-07-27,90,68,79, 5,66,70,0,14,0440,1917,TS TSRA,0.0,0.71,29.13,29.85,6.2,16,9.5
1647,2,2011-07-27,92,72,82,M,66,71,0,17,-,-,TS BR,M,0.005,29.21,29.84,6.0,16,9.9
1648,1,2011-07-28,87,73,80, 6,71,74,0,15,0441,1916,TSRA RA BR,0.0,0.7,29.2,29.89,3.2,23,6.8
1649,2,2011-07-28,88,74,81,M,71,74,0,16,-,-,TS RA,M,0.005,29.26,29.87,3.3,21,6.8
1650,1,2011-07-29,86,71,79, 5,67,71,0,14,0442,1915,BR,0.0,0.7,29.28,29.98,4.3,4,5.9
1651,2,2011-07-29,86,74,80,M,69,72,0,15,-,-,TSRA BR,M,0.36,29.34,29.96,3.5,4,5.6
1652,1,2011-07-30,91,67,79, 5,64,70,0,14,0443,1914, ,0.0,0.0,29.35,30.05,2.4,13,3.4
1653,2,2011-07-30,91,68,80,M,65,71,0,15,-,-, ,M,0.0,29.41,30.03,2.0,11,3.4
1654,1,2011-07-31,90,68,79, 5,69,73,0,14,0444,1913, ,0.0,0.0,29.35,30.06,4.9,25,5.0
1655,2,2011-07-31,91,73,82,M,69,73,0,17,-,-, ,M,0.0,29.41,30.04,4.5,23,5.0
1656,1,2011-08-01,91,74,83,10,72,75,0,18,0445,1911, ,0.0,0.0,29.28,29.99,4.2,27,4.9
1657,2,2011-08-01,91,76,84,M,71,75,0,19,-,-,BR HZ,M,0.0,29.33,29.97,3.1,25,5.9
1658,1,2011-08-02,93,74,84,11,73,76,0,19,0446,1910, ,0.0,0.43,29.04,29.77,8.3,21,9.1
1659,2,2011-08-02,93,74,84,M,73,77,0,19,-,-,TS TSRA HZ,M,0.28,29.1,29.75,8.0,20,8.5
1660,1,2011-08-03,86,72,79, 6,67,71,0,14,0447,1909, ,0.0,0.0,29.11,29.81,6.9,2,8.0
1661,2,2011-08-03,87,73,80,M,66,71,0,15,-,-,BR,M,0.0,29.16,29.78,9.6,1,10.3
1662,1,2011-08-04,84,69,77, 4,66,69,0,12,0448,1908, ,0.0,0.0,29.25,29.94,5.3,5,6.0
1663,2,2011-08-04,82,69,76,M,67,70,0,11,-,-, ,M,0.0,29.3,29.92,4.8,5,6.7
1664,1,2011-08-05,83,69,76, 3,68,71,0,11,0449,1907,RA,0.0,0.005,29.21,29.93,4.0,5,5.5
1665,2,2011-08-05,84,70,77,M,68,71,0,12,-,-, ,M,0.005,29.26,29.91,5.2,7,6.0
1666,1,2011-08-06,85,72,79, 6,70,72,0,14,0450,1906,RA BR,0.0,0.18,29.1,29.82,2.5,5,4.0
1667,2,2011-08-06,85,73,79,M,70,72,0,14,-,-,RA BR,M,0.69,29.15,29.8,1.3,3,3.7
1668,1,2011-08-07,86,68,77, 4,69,71,0,12,0451,1904,TSRA BR,0.0,0.75,29.03,29.75,4.6,27,6.4
1669,2,2011-08-07,87,70,79,M,69,72,0,14,-,-,RA BR HZ,M,0.49,29.09,29.73,3.6,26,5.6
1670,1,2011-08-08,80,68,74, 1,67,69,0,9,0452,1903,RA BR,0.0,0.63,29.0,29.72,4.0,4,6.2
1671,2,2011-08-08,80,69,75,M,67,70,0,10,-,-,TSRA RA BR,M,0.29,29.06,29.7,2.8,6,5.8
1672,1,2011-08-09,80,64,72,-1,61,66,0,7,0453,1902,BR,0.0,0.0,28.97,29.67,10.8,28,11.1
1673,2,2011-08-09,82,66,74,M,61,66,0,9,-,-,BR,M,0.01,29.03,29.66,11.0,27,11.6
1674,1,2011-08-10,77,61,69,-4,54,61,0,4,0454,1900, ,0.0,0.0,29.14,29.84,7.3,31,8.7
1675,2,2011-08-10,78,62,70,M,54,61,0,5,-,-, ,M,0.0,29.2,29.82,4.4,31,8.0
1676,1,2011-08-11,81,57,69,-4,54,61,0,4,0455,1859, ,0.0,0.0,29.25,29.95,2.0,24,3.0
1677,2,2011-08-11,81,60,71,M,54,61,0,6,-,-, ,M,0.0,29.31,29.93,2.7,23,4.2
1678,1,2011-08-12,81,60,71,-2,59,64,0,6,0456,1858, ,0.0,0.0,29.22,29.94,8.3,19,8.5
1679,2,2011-08-12,82,65,74,M,57,64,0,9,-,-, ,M,0.0,29.28,29.93,8.2,19,8.4
1680,1,2011-08-13,83,62,73, 0,64,66,0,8,0457,1856,RA,0.0,0.75,29.15,29.86,3.6,27,6.7
1681,2,2011-08-13,84,66,75,M,63,66,0,10,-,-,TS TSRA GR RA BR,M,0.93,29.2,29.84,5.3,24,7.8
1682,1,2011-08-14,75,62,69,-3,60,63,0,4,0458,1855,RA,0.0,0.005,29.24,29.95,10.4,36,11.7
1683,2,2011-08-14,75,62,69,M,60,63,0,4,-,-,RA,M,0.01,29.29,29.93,11.7,35,12.6
1684,1,2011-08-15,82,57,70,-2,55,62,0,5,0459,1854, ,0.0,0.0,29.28,29.98,2.4,2,4.9
1685,2,2011-08-15,80,59,70,M,55,62,0,5,-,-, ,M,0.0,29.33,29.96,2.7,5,5.2
1686,1,2011-08-16,85,61,73, 1,58,64,0,8,0500,1852, ,0.0,0.0,29.32,30.03,2.9,18,3.9
1687,2,2011-08-16,83,63,73,M,56,63,0,8,-,-, ,M,0.0,29.38,30.01,2.3,18,3.0
1688,1,2011-08-17,83,62,73, 1,63,67,0,8,0501,1851, ,0.0,0.0,29.31,30.02,5.6,22,6.0
1689,2,2011-08-17,83,65,74,M,61,67,0,9,-,-, ,M,0.0,29.36,30.01,6.0,21,6.2
1690,1,2011-08-18,84,67,76, 4,60,66,0,11,0502,1849, ,0.0,0.0,29.23,29.96,2.3,4,5.2
1691,2,2011-08-18,85,71,78,M,62,67,0,13,-,-,HZ,M,0.0,29.28,29.94,2.8,7,5.2
1692,1,2011-08-19,87,64,76, 5,63,68,0,11,0503,1848, ,0.0,0.0,29.18,29.89,3.3,14,5.2
1693,2,2011-08-19,86,67,77,M,62,68,0,12,-,-, ,M,0.0,29.23,29.87,4.7,13,5.8
1694,1,2011-08-20,80,66,73, 2,67,69,0,8,0504,1846,RA FG BR,0.0,1.11,29.22,29.92,1.3,21,3.4
1695,2,2011-08-20,79,68,74,M,67,69,0,9,-,-,TSRA RA BR,M,0.39,29.28,29.9,2.0,16,4.9
1696,1,2011-08-21,80,64,72, 1,58,63,0,7,0505,1845,RA,0.0,0.005,29.26,29.97,8.0,32,8.5
1697,2,2011-08-21,81,66,74,M,58,64,0,9,-,-,RA BR,M,0.01,29.32,29.95,7.0,32,7.6
1698,1,2011-08-22,82,59,71, 0,59,64,0,6,0506,1843, ,0.0,0.0,29.3,30.02,1.6,26,4.1
1699,2,2011-08-22,82,61,72,M,59,64,0,7,-,-, ,M,0.0,29.36,30.01,0.7,8,3.5
1700,1,2011-08-23,73,62,68,-3,63,65,0,3,0508,1842,TSRA BR,0.0,0.65,29.1,29.86,9.1,20,9.8
1701,2,2011-08-23,74,66,70,M,62,65,0,5,-,-,TSRA RA BR,M,0.4,29.18,29.86,8.4,20,9.5
1702,1,2011-08-24,92,69,81,10,65,70,0,16,0509,1840,BR,0.0,0.0,28.99,29.7,8.2,27,10.7
1703,2,2011-08-24,91,70,81,M,65,70,0,16,-,-, ,M,0.0,29.05,29.68,8.1,25,11.0
1704,1,2011-08-25,83,64,74, 4,59,64,0,9,0510,1839, ,0.0,0.0,29.26,29.95,4.1,36,7.3
1705,2,2011-08-25,80,65,73,M,59,64,0,8,-,-, ,M,0.0,29.33,29.93,3.1,2,7.0
1706,1,2011-08-26,83,59,71, 1,58,63,0,6,0511,1837, ,0.0,0.0,29.26,29.98,1.9,26,3.3
1707,2,2011-08-26,83,61,72,M,58,64,0,7,-,-, ,M,0.0,29.32,29.97,1.2,20,3.4
1708,1,2011-08-27,81,64,73, 3,62,66,0,8,0512,1835, ,0.0,0.0,29.21,29.93,8.2,2,9.2
1709,2,2011-08-27,83,67,75,M,61,66,0,10,-,-, ,M,0.0,29.26,29.91,8.1,1,9.3
1710,1,2011-08-28,77,61,69,-1,57,61,0,4,0513,1834, ,0.0,0.0,29.22,29.93,7.0,2,7.9
1711,2,2011-08-28,77,61,69,M,55,61,0,4,-,-, ,M,0.0,29.26,29.91,8.5,1,9.2
1712,1,2011-08-29,79,59,69,-1,56,62,0,4,0514,1832, ,0.0,0.0,29.31,30.01,1.4,2,3.5
1713,2,2011-08-29,78,61,70,M,57,62,0,5,-,-, ,M,0.0,29.36,30.0,1.1,6,4.2
1714,1,2011-08-30,76,61,69,-1,56,62,0,4,0515,1831,RA,0.0,0.04,29.33,30.03,5.3,15,6.3
1715,2,2011-08-30,79,64,72,M,54,61,0,7,-,-,RA,M,0.02,29.38,30.02,5.9,15,6.8
1716,1,2011-08-31,87,65,76, 7,64,68,0,11,0516,1829,RA,0.0,0.005,29.23,29.95,5.4,17,8.3
1717,2,2011-08-31,88,65,77,M,64,69,0,12,-,-, ,M,0.05,29.29,29.94,5.4,17,7.4
1718,1,2011-09-01,93,71,82,14,71,75,0,17,0517,1827, ,0.0,0.0,29.2,29.91,5.2,21,5.9
1719,2,2011-09-01,94,74,84,M,70,75,0,19,-,-, ,M,0.0,29.26,29.89,5.8,21,6.3
1720,1,2011-09-02,92,76,84,16,69,74,0,19,0518,1826,HZ,0.0,0.0,29.18,29.89,4.9,22,7.4
1721,2,2011-09-02,94,79,87,M,69,74,0,22,-,-, ,M,0.005,29.24,29.87,4.0,20,6.6
1722,1,2011-09-03,89,69,79,11,67,71,0,14,0519,1824,RA BR HZ,0.0,0.02,29.16,29.87,2.5,29,6.2
1723,2,2011-09-03,87,71,79,M,68,71,0,14,-,-, ,M,0.15,29.21,29.85,1.2,20,5.7
1724,1,2011-09-04,73,58,66,-2,54,60,0,1,0520,1822, ,0.0,0.0,29.24,29.94,10.5,32,11.5
1725,2,2011-09-04,74,60,67,M,55,61,0,2,-,-,RA,M,0.005,29.29,29.92,10.7,32,11.5
1726,1,2011-09-05,65,52,59,-8,45,52,6,0,0521,1821, ,0.0,0.0,29.39,30.1,14.2,1,14.8
1727,2,2011-09-05,67,53,60,M,46,53,5,0,-,-, ,M,0.005,29.43,30.07,15.9,36,16.6
1728,1,2011-09-06,66,51,59,-8,46,52,6,0,0522,1819, ,0.0,0.0,29.44,30.16,9.5,3,10.1
1729,2,2011-09-06,66,57,62,M,47,54,3,0,-,-, ,M,0.0,29.49,30.14,13.8,4,14.3
1730,1,2011-09-07,70,52,61,-6,47,54,4,0,0523,1817, ,0.0,0.0,29.42,30.16,10.2,1,10.8
1731,2,2011-09-07,70,58,64,M,47,55,1,0,-,-, ,M,0.0,29.47,30.13,12.4,2,13.3
1732,1,2011-09-08,75,57,66, 0,53,59,0,1,0524,1815,RA,0.0,0.005,29.34,30.03,13.0,2,13.4
1733,2,2011-09-08,74,62,68,M,54,59,0,3,-,-,RA DZ BR,M,0.06,29.36,30.03,14.9,2,15.2
1734,1,2011-09-09,72,60,66, 0,60,62,0,1,0525,1814,RA,0.0,0.02,29.23,29.96,8.2,4,8.3
1735,2,2011-09-09,72,64,68,M,61,63,0,3,-,-,RA BR,M,0.11,29.28,29.94,7.9,4,8.4
1736,1,2011-09-10,78,56,67, 1,59,62,0,2,0526,1812,BR,0.0,0.0,29.29,30.0,0.9,14,3.1
1737,2,2011-09-10,76,58,67,M,60,63,0,2,-,-,FG+ BR,M,0.01,29.34,29.99,0.9,14,2.0
1738,1,2011-09-11,83,57,70, 5,59,63,0,5,0527,1810,BR,0.0,0.0,29.27,29.99,5.1,27,5.5
1739,2,2011-09-11,83,60,72,M,59,64,0,7,-,-,BR,M,0.0,29.33,29.98,4.3,25,4.7
1740,1,2011-09-12,86,64,75,10,59,65,0,10,0528,1809, ,0.0,0.0,29.18,29.91,10.5,23,10.9
1741,2,2011-09-12,86,64,75,M,59,65,0,10,-,-, ,M,0.0,29.24,29.9,9.2,23,9.3
1742,1,2011-09-13,73,56,65, 0,54,59,0,0,0529,1807,BR HZ FU,0.0,0.0,29.2,29.9,4.9,31,8.7
1743,2,2011-09-13,76,58,67,M,55,61,0,2,-,-,HZ FU,M,0.0,29.26,29.89,3.4,31,7.8
1744,1,2011-09-14,58,47,53,-11,43,49,12,0,0530,1805,RA BR HZ FU,0.0,0.08,29.39,30.09,6.3,34,7.3
1745,2,2011-09-14,60,48,54,M,45,51,11,0,-,-,RA BR HZ FU,M,0.005,29.47,30.09,6.0,32,7.3
1746,1,2011-09-15,59,42,51,-13,35,44,14,0,0531,1803, ,0.0,0.0,29.61,30.33,7.4,1,8.5
1747,2,2011-09-15,60,44,52,M,36,45,13,0,-,-, ,M,0.0,29.67,30.32,7.2,36,9.0
1748,1,2011-09-16,58,46,52,-12,40,47,13,0,0532,1760, ,0.0,0.0,29.59,30.33,1.4,8,3.3
1749,2,2011-09-16,59,48,54,M,38,47,11,0,-,-, ,M,0.0,29.65,30.33,2.6,13,3.7
1750,1,2011-09-17,68,50,59,-5,45,52,6,0,0533,1758, ,0.0,0.0,29.53,30.27,7.7,11,8.9
1751,2,2011-09-17,69,52,61,M,44,52,4,0,-,-, ,M,0.0,29.59,30.27,8.7,11,9.6
1752,1,2011-09-18,65,55,60,-4,55,57,5,0,0535,1756,RA DZ BR,0.0,0.43,29.34,30.11,8.9,15,9.5
1753,2,2011-09-18,66,56,61,M,54,57,4,0,-,-,RA DZ BR,M,0.34,29.41,30.11,7.4,14,8.0
1754,1,2011-09-19,69,54,62,-1,58,60,3,0,0536,1755,RA BR,0.0,0.24,29.24,29.96,4.1,29,5.8
1755,2,2011-09-19,68,56,62,M,58,60,3,0,-,-,RA BR,M,0.41,29.3,29.96,3.8,26,5.8
1756,1,2011-09-20,74,49,62, 0,54,58,3,0,0537,1753,MIFG BCFG BR,0.0,0.0,29.26,29.99,7.3,18,7.3
1757,2,2011-09-20,75,53,64,M,54,58,1,0,-,-,FG+ BCFG BR,M,0.01,29.33,29.99,5.8,17,6.1
1758,1,2011-09-21,71,56,64, 2,49,56,1,0,0538,1751,RA,0.0,0.005,29.23,29.95,10.2,25,11.0
1759,2,2011-09-21,72,57,65,M,49,56,0,0,-,-, ,M,0.005,29.29,29.94,9.4,24,10.3
1760,1,2011-09-22,64,51,58,-4,47,52,7,0,0539,1749, ,0.0,0.0,29.36,30.08,4.6,27,6.9
1761,2,2011-09-22,63,53,58,M,47,52,7,0,-,-, ,M,0.0,29.42,30.08,6.5,25,7.2
1762,1,2011-09-23,62,48,55,-6,44,49,10,0,0540,1748, ,0.0,0.0,29.33,30.06,5.9,36,7.0
1763,2,2011-09-23,62,48,55,M,46,51,10,0,-,-,RA,M,0.02,29.38,30.05,4.1,36,6.4
1764,1,2011-09-24,62,51,57,-4,49,51,8,0,0541,1746,RA BR,0.0,0.14,29.26,29.99,3.6,3,4.6
1765,2,2011-09-24,63,51,57,M,48,52,8,0,-,-,RA BR,M,0.07,29.31,29.98,2.9,4,5.3
1766,1,2011-09-25,64,51,58,-3,53,55,7,0,0542,1744,RA,0.0,0.08,29.13,29.87,4.1,14,5.5
1767,2,2011-09-25,65,53,59,M,53,55,6,0,-,-,RA BR,M,0.23,29.18,29.87,4.7,13,5.8
1768,1,2011-09-26,60,53,57,-3,51,53,8,0,0543,1742,RA BR,0.0,1.21,28.92,29.65,8.8,18,15.4
1769,2,2011-09-26,63,53,58,M,50,53,7,0,-,-,RA BR,M,0.9,28.98,29.65,8.1,19,12.4
1770,1,2011-09-27,63,54,59,-1,53,55,6,0,0544,1741,RA BR,0.0,0.31,29.0,29.71,4.3,6,8.3
1771,2,2011-09-27,63,54,59,M,53,55,6,0,-,-,RA BR,M,0.25,29.05,29.7,2.4,5,7.1
1772,1,2011-09-28,63,53,58,-1,54,55,7,0,0545,1739,RA BR,0.0,0.77,29.07,29.78,6.5,32,7.0
1773,2,2011-09-28,64,53,59,M,54,55,6,0,-,-,RA BR,M,0.15,29.12,29.77,5.7,32,6.7
1774,1,2011-09-29,66,49,58,-1,51,53,7,0,0546,1737,RA BR,0.0,0.06,28.98,29.7,11.7,28,13.5
1775,2,2011-09-29,66,51,59,M,50,54,6,0,-,-,RA DZ BR,M,0.09,29.03,29.7,11.2,27,12.7
1776,1,2011-09-30,57,45,51,-8,41,47,14,0,0547,1735,RA,0.0,0.09,29.32,30.01,14.6,34,15.0
1777,2,2011-09-30,58,47,53,M,42,47,12,0,-,-,RA,M,0.17,29.37,30.0,15.4,34,16.3
1778,1,2011-10-01,56,42,49,-9,40,45,16,0,0548,1734, ,0.0,0.005,29.53,30.26,9.6,36,10.3
1779,2,2011-10-01,56,44,50,M,40,45,15,0,-,-, ,M,0.005,29.59,30.26,10.7,35,11.2
1780,1,2011-10-02,66,41,54,-4,38,46,11,0,0549,1732, ,0.0,0.0,29.47,30.22,4.7,32,5.4
